Predicate,Reading,Predicate Group
賭け,かけ,NOUN
贈り物,おくりもの,NOUN
赤,あか,NOUN
赤ちゃん,あかちゃん,NOUN
赤ん坊,あかんぼう,NOUN
赤字,あかじ,NOUN
赤松,あかまつ,NOUN
赤色,あかいろ,NOUN
走り,はしり,NOUN
走者,そうしゃ,NOUN
起源,きげん,NOUN
起点,きてん,NOUN
趣,おもむき,NOUN
趣味,しゅみ,NOUN
趣旨,しゅし,NOUN
足,あし,NOUN
足し算,たしざん,NOUN
足並み,あしなみ,NOUN
足場,あしば,NOUN
足袋,たび,NOUN
足跡,あしあと,NOUN
距離,きょり,NOUN
跡,あと,NOUN
跡継ぎ,あとつぎ,NOUN
路上,ろじょう,NOUN
路線,ろせん,NOUN
踊り,おどり,NOUN
踏切,ふみきり,NOUN
踵,かかと,NOUN
身,み,NOUN
身なり,みなり,NOUN
身元,みもと,NOUN
身内,みうち,NOUN
身分,みぶん,NOUN
身振り,みぶり,NOUN
身柄,みがら,NOUN
身長,しんちょう,NOUN
躾,しつけ,NOUN
車,くるま,NOUN
車庫,しゃこ,NOUN
車掌,しゃしょう,NOUN
車椅子,くるまいす,NOUN
車輪,しゃりん,NOUN
車道,しゃどう,NOUN
軌範,きはん,NOUN
軌跡,きせき,NOUN
軍,ぐん,NOUN
軍人,ぐんじん,NOUN
軍備,ぐんび,NOUN
軍団,ぐんだん,NOUN
軍服,ぐんぷく,NOUN
軍縮,ぐんしゅく,NOUN
軍艦,ぐんかん,NOUN
軍隊,ぐんたい,NOUN
軒,のき,NOUN
軒並み,のきなみ,NOUN
輪,わ,NOUN
輪郭,りんかく,NOUN
辞典,じてん,NOUN
辞書,じしょ,NOUN
農,のう,NOUN
農協,のうきょう,NOUN
農地,のうち,NOUN
農場,のうじょう,NOUN
農家,のうか,NOUN
農村,のうそん,NOUN
農林,のうりん,NOUN
農産物,のうさんぶつ,NOUN
農耕,のうこう,NOUN
辺,へん,NOUN
辻褄,つじつま,NOUN
迎え,むかえ,NOUN
近世,きんせい,NOUN
近代,きんだい,NOUN
近畿,きんき,NOUN
近郊,きんこう,NOUN
述語,じゅつご,NOUN
迷子,まいご,NOUN
送り,おくり,NOUN
送り仮名,おくりがな,NOUN
送料,そうりょう,NOUN
逓信,ていしん,NOUN
途上国,とじょうこく,NOUN
通夜,つや,NOUN
通帳,つうちょう,NOUN
通貨,つうか,NOUN
通路,つうろ,NOUN
速力,そくりょく,NOUN
速度,そくど,NOUN
連中,れんちゅう,NOUN
連休,れんきゅう,NOUN
週休,しゅうきゅう,NOUN
週間,しゅうかん,NOUN
進み,すすみ,NOUN
進度,しんど,NOUN
進路,しんろ,NOUN
遅れ,おくれ,NOUN
遊園地,ゆうえんち,NOUN
運,うん,NOUN
運動場,うんどうじょう,NOUN
運河,うんが,NOUN
運賃,うんちん,NOUN
運転手,うんてんしゅ,NOUN
運輸,うんゆ,NOUN
過ち,あやまち,NOUN
過半数,かはんすう,NOUN
過失,かしつ,NOUN
過程,かてい,NOUN
道,みち,NOUN
道具,どうぐ,NOUN
道場,どうじょう,NOUN
道理,どうり,NOUN
道路,どうろ,NOUN
道順,みちじゅん,NOUN
達人,たつじん,NOUN
違い,ちがい,NOUN
違和感,いわかん,NOUN
遠回り,とおまわり,NOUN
適性,てきせい,NOUN
選手,せんしゅ,NOUN
遺族,いぞく,NOUN
遺産,いさん,NOUN
遺跡,いせき,NOUN
邦楽,ほうがく,NOUN
邸宅,ていたく,NOUN
郊外,こうがい,NOUN
郡,ぐん,NOUN
郡部,ぐんぶ,NOUN
部下,ぶか,NOUN
部位,ぶい,NOUN
部分,ぶぶん,NOUN
部品,ぶひん,NOUN
部屋,へや,NOUN
部数,ぶすう,NOUN
部長,ぶちょう,NOUN
部隊,ぶたい,NOUN
部首,ぶしゅ,NOUN
郵便,ゆうびん,NOUN
郵便局,ゆうびんきょく,NOUN
郷土,きょうど,NOUN
郷愁,きょうしゅう,NOUN
郷里,きょうり,NOUN
都,と,NOUN
都庁,とちょう,NOUN
都心,としん,NOUN
配偶者,はいぐうしゃ,NOUN
酒,さけ,NOUN
酒場,さかば,NOUN
酔っ払い,よっぱらい,NOUN
酢,す,NOUN
酪農,らくのう,NOUN
酸,さん,NOUN
酸性,さんせい,NOUN
醤油,しょうゆ,NOUN
里,さと,NOUN
重み,おもみ,NOUN
重体,じゅうたい,NOUN
重力,じゅうりょく,NOUN
重役,じゅうやく,NOUN
重心,じゅうしん,NOUN
野,の,NOUN
野中,のなか,NOUN
野原,のはら,NOUN
野心,やしん,NOUN
野手,やしゅ,NOUN
野球,やきゅう,NOUN
野菜,やさい,NOUN
野鳥,やちょう,NOUN
金,きん,NOUN
金,かね,NOUN
金利,きんり,NOUN
金属,きんぞく,NOUN
金庫,きんこ,NOUN
金持ち,かねもち,NOUN
金槌,かなづち,NOUN
金蔵,かねぐら,NOUN
金融,きんゆう,NOUN
金額,きんがく,NOUN
金魚,きんぎょ,NOUN
釘,くぎ,NOUN
釜,かま,NOUN
針,はり,NOUN
針路,しんろ,NOUN
針金,はりがね,NOUN
釣り,つり,NOUN
釣り合い,つりあい,NOUN
鈴,すず,NOUN
鉄,てつ,NOUN
鉄板,てっぱん,NOUN
鉄棒,てつぼう,NOUN
鉄橋,てっきょう,NOUN
鉄片,てっぺん,NOUN
鉄砲,てっぽう,NOUN
鉄筋,てっきん,NOUN
鉄道,てつどう,NOUN
鉄鋼,てっこう,NOUN
鉄骨,てっこつ,NOUN
鉛,なまり,NOUN
鉛筆,えんぴつ,NOUN
鉢,はち,NOUN
鉱山,こうざん,NOUN
鉱業,こうぎょう,NOUN
鉱物,こうぶつ,NOUN
銀座,ぎんざ,NOUN
銀河,ぎんが,NOUN
銀行,ぎんこう,NOUN
銃,じゅう,NOUN
銅,どう,NOUN
銅像,どうぞう,NOUN
銅貨,どうか,NOUN
銘柄,めいがら,NOUN
銭湯,せんとう,NOUN
鋏,はさみ,NOUN
鋸,のこぎり,NOUN
鋼,はがね,NOUN
錆,さび,NOUN
錠,じょう,NOUN
錦,にしき,NOUN
錫,すず,NOUN
錯誤,さくご,NOUN
鍋,なべ,NOUN
鍵,かぎ,NOUN
鍵盤,けんばん,NOUN
鎌,かま,NOUN
鎖,くさり,NOUN
鏡,かがみ,NOUN
鐘,かね,NOUN
長,おさ,NOUN
長さ,ながさ,NOUN
長女,ちょうじょ,NOUN
長官,ちょうかん,NOUN
長屋,ながや,NOUN
長所,ちょうしょ,NOUN
長男,ちょうなん,NOUN
長短,ちょうたん,NOUN
長者,ちょうじゃ,NOUN
長雨,ながあめ,NOUN
開き,ひらき,NOUN
間,あいだ,NOUN
間,ま,NOUN
間中,あいだじゅう,NOUN
間柄,あいだがら,NOUN
間違い,まちがい,NOUN
間隔,かんかく,NOUN
間際,まぎわ,NOUN
関心,かんしん,NOUN
関東,かんとう,NOUN
関税,かんぜい,NOUN
関西,かんさい,NOUN
閣僚,かくりょう,NOUN
闘志,とうし,NOUN
阪神,はんしん,NOUN
防波堤,ぼうはてい,NOUN
防災,ぼうさい,NOUN
防疫,ぼうえき,NOUN
阿弗利加,あふりか,NOUN
降水,こうすい,NOUN
降雨,こうう,NOUN
限り,かぎり,NOUN
限度,げんど,NOUN
院長,いんちょう,NOUN
陰,かげ,NOUN
陵,みささぎ,NOUN
陶磁器,とうじき,NOUN
陶芸,とうげい,NOUN
陸,りく,NOUN
陽光,ようこう,NOUN
陽子,ようし,NOUN
隊長,たいちょう,NOUN
階層,かいそう,NOUN
階段,かいだん,NOUN
階級,かいきゅう,NOUN
随筆,ずいひつ,NOUN
隔たり,へだたり,NOUN
隔て,へだて,NOUN
隙,すき,NOUN
隙間,すきま,NOUN
際,さい,NOUN
障子,しょうじ,NOUN
雅致,がち,NOUN
集まり,あつまり,NOUN
集団,しゅうだん,NOUN
雑巾,ぞうきん,NOUN
雑木,ぞうき,NOUN
雑木林,ぞうきばやし,NOUN
雑誌,ざっし,NOUN
雑貨,ざっか,NOUN
雑音,ざつおん,NOUN
雛,ひよこ,NOUN
難易,なんい,NOUN
難民,なんみん,NOUN
雨,あめ,NOUN
雨具,あまぐ,NOUN
雨天,うてん,NOUN
雨戸,あまど,NOUN
雨量,うりょう,NOUN
雪,ゆき,NOUN
雪崩,なだれ,NOUN
雰囲気,ふんいき,NOUN
雲,くも,NOUN
零,れい,NOUN
零点,れいてん,NOUN
雷,かみなり,NOUN
電力,でんりょく,NOUN
電報,でんぽう,NOUN
電子,でんし,NOUN
電撃,でんげき,NOUN
電柱,でんちゅう,NOUN
電機,でんき,NOUN
電気,でんき,NOUN
電池,でんち,NOUN
電波,でんぱ,NOUN
電流,でんりゅう,NOUN
電灯,でんとう,NOUN
電球,でんきゅう,NOUN
電線,でんせん,NOUN
電車,でんしゃ,NOUN
電鉄,でんてつ,NOUN
需要,じゅよう,NOUN
震度,しんど,NOUN
霜,しも,NOUN
霞,かすみ,NOUN
霧,きり,NOUN
霧雨,きりさめ,NOUN
霰,あられ,NOUN
露,つゆ,NOUN
露西亜,ろしあ,NOUN
青少年,せいしょうねん,NOUN
青山,せいざん,NOUN
青年,せいねん,NOUN
青葉,あおば,NOUN
静けさ,しずけさ,NOUN
非,ひ,NOUN
非常,ひじょう,NOUN
非常勤,ひじょうきん,NOUN
面,めん,NOUN
面影,おもかげ,NOUN
面皰,にきび,NOUN
面積,めんせき,NOUN
革,かわ,NOUN
靴,くつ,NOUN
靴下,くつした,NOUN
鞄,かばん,NOUN
鞠,まり,NOUN
韓国,かんこく,NOUN
音楽,おんがく,NOUN
音色,ねいろ,NOUN
音質,おんしつ,NOUN
音響,おんきょう,NOUN
響き,ひびき,NOUN
頂,いただき,NOUN
項目,こうもく,NOUN
順位,じゅんい,NOUN
順序,じゅんじょ,NOUN
順番,じゅんばん,NOUN
預かり,あずかり,NOUN
領海,りょうかい,NOUN
領袖,りょうしゅう,NOUN
頬,ほお,NOUN
頬っぺた,ほっぺた,NOUN
頭,あたま,NOUN
頭文字,かしらもじ,NOUN
頭痛,ずつう,NOUN
頻度,ひんど,NOUN
頼み,たのみ,NOUN
頼り,たより,NOUN
題,だい,NOUN
題名,だいめい,NOUN
題材,だいざい,NOUN
額,がく,NOUN
額,ひたい,NOUN
顎,あご,NOUN
顔,かお,NOUN
顔付き,かおつき,NOUN
顕微鏡,けんびきょう,NOUN
願,がん,NOUN
願い,ねがい,NOUN
願書,がんしょ,NOUN
類い,たぐい,NOUN
顧問,こもん,NOUN
風,かぜ,NOUN
風俗,ふうぞく,NOUN
風力,ふうりょく,NOUN
風呂,ふろ,NOUN
風呂敷,ふろしき,NOUN
風味,ふうみ,NOUN
風土,ふうど,NOUN
風習,ふうしゅう,NOUN
風船,ふうせん,NOUN
風車,ふうしゃ,NOUN
風速,ふうそく,NOUN
風邪,かぜ,NOUN
風鈴,ふうりん,NOUN
飛行,ひこう,NOUN
飛行場,ひこうじょう,NOUN
飛行機,ひこうき,NOUN
食,しょく,NOUN
食パン,しょくぱんぱん,NOUN
食べ物,たべもの,NOUN
食品,しょくひん,NOUN
食器,しょっき,NOUN
食堂,しょくどう,NOUN
食塩,しょくえん,NOUN
食料,しょくりょう,NOUN
食料品,しょくりょうひん,NOUN
食物,しょくもつ,NOUN
食糧,しょくりょう,NOUN
食費,しょくひ,NOUN
飢え,うえ,NOUN
飢餓,きが,NOUN
飢饉,ききん,NOUN
飯,めし,NOUN
飲み水,のみみず,NOUN
飲み物,のみもの,NOUN
飲料,いんりょう,NOUN
飴,あめ,NOUN
飼料,しりょう,NOUN
餃子,ぎょーざ,NOUN
餅,もち,NOUN
養分,ようぶん,NOUN
養子,ようし,NOUN
餌,えさ,NOUN
館長,かんちょう,NOUN
饂飩,うどん,NOUN
首,くび,NOUN
首相,しゅしょう,NOUN
首脳,しゅのう,NOUN
首輪,くびわ,NOUN
首飾り,くびかざり,NOUN
香り,かおり,NOUN
香水,こうすい,NOUN
香港,ほんこん,NOUN
香辛料,こうしんりょう,NOUN
馬,うま,NOUN
馬場,ばば,NOUN
駄作,ださく,NOUN
駅,えき,NOUN
駅伝,えきでん,NOUN
駅前,えきまえ,NOUN
駅員,えきいん,NOUN
駅長,えきちょう,NOUN
駆け足,かけあし,NOUN
駐車場,ちゅうしゃじょう,NOUN
騎士,きし,NOUN
騎手,きしゅ,NOUN
騒音,そうおん,NOUN
驚き,おどろき,NOUN
骨,ほね,NOUN
骨董品,こっとうひん,NOUN
高さ,たかさ,NOUN
高まり,たかまり,NOUN
高原,こうげん,NOUN
高度,こうど,NOUN
高校,こうこう,NOUN
高校生,こうこうせい,NOUN
高温,こうおん,NOUN
高等学校,こうとうがっこう,NOUN
高見,こうけん,NOUN
髪,かみ,NOUN
鬼,おに,NOUN
魂,こん,NOUN
魅力,みりょく,NOUN
魔,ま,NOUN
魚,さかな,NOUN
鮎,あゆ,NOUN
鮮魚,せんぎょ,NOUN
鯛,たい,NOUN
鯨,くじら,NOUN
鳥,とり,NOUN
鳥居,とりい,NOUN
鳥獣,ちょうじゅう,NOUN
鴨,かも,NOUN
鶏,にわとり,NOUN
鶴,つる,NOUN
鷲,わし,NOUN
鷹,たか,NOUN
麓,ふもと,NOUN
麻,あさ,NOUN
麻布,あさぬの,NOUN
麻薬,まやく,NOUN
黄金,おうごん,NOUN
黒,くろ,NOUN
黒人,こくじん,NOUN
黒字,くろじ,NOUN
黒板,こくばん,NOUN
鼠,ねずみ,NOUN
鼻,はな,NOUN
鼾,いびき,NOUN
アジ,あじ,NOUN
イタリア語,いたりあご,NOUN
ウイスキー,ういすきー,NOUN
ウェイトレス,うぇいとれす,NOUN
お子さん,おこさん,NOUN
お客様,おきゃくさま,NOUN
お巡り,おまわり,NOUN
お正月,おしょうがつ,NOUN
お金持ち,おかねもち,NOUN
カテゴリー,かてごりー,NOUN
ソファ,そふぁ,NOUN
チャネル,ちゃねる,NOUN
ド,ど,NOUN
トヨタ,とよた,NOUN
ビデオカメラ,びでおかめら,NOUN
ひと時,ひととき,NOUN
ホストファミリー,ほすとふぁみりー,NOUN
ポップコーン,ぽッぷこーん,NOUN
ホワイトデー,ほわいとでー,NOUN
メス犬,めすいぬ,NOUN
ヤクザ,やくざ,NOUN
ヤブ蚊,やぶか,NOUN
ユーザー,ゆーざー,NOUN
一万円,いちまんえん,NOUN
一億,いちおく,NOUN
一因,いちいん,NOUN
一戸建て,いっこだて,NOUN
一校,いっこう,NOUN
一滴,いってき,NOUN
一葉,いちよう,NOUN
一語,いちご,NOUN
一軍,いちぐん,NOUN
七夕,たなばた,NOUN
三国,さんごく,NOUN
三女,さんじょ,NOUN
三本,さんぼん,NOUN
三校,さんこう,NOUN
上人,しょうにん,NOUN
上越,じょうえつ,NOUN
上院,じょういん,NOUN
下し,くだし,NOUN
下値,したね,NOUN
下肢,かし,NOUN
下院,かいん,NOUN
不作,ふさく,NOUN
両端,りょうたん,NOUN
両者,りょうしゃ,NOUN
並び,ならび,NOUN
中堅,ちゅうけん,NOUN
中核,ちゅうかく,NOUN
中耳炎,ちゅうじえん,NOUN
中華,ちゅうか,NOUN
丹,に,NOUN
主教,しゅきょう,NOUN
亀,かめ,NOUN
予防接種,よぼうせっしゅ,NOUN
事物,じぶつ,NOUN
二死,にし,NOUN
五十路,いそじ,NOUN
交友,こうゆう,NOUN
京,きょう,NOUN
人ごみ,ひとごみ,NOUN
人たち,ひとたち,NOUN
人件費,じんけんひ,NOUN
人名,じんめい,NOUN
人妻,ひとづま,NOUN
人文,じんぶん,NOUN
人望,じんぼう,NOUN
人減らし,ひとべらし,NOUN
人目,ひとめ,NOUN
人道,じんどう,NOUN
仁王,におう,NOUN
今昔,こんじゃく,NOUN
仕上がり,しあがり,NOUN
仕入れ,しいれ,NOUN
仕手,して,NOUN
代償,だいしょう,NOUN
仮処分,かりしょぶん,NOUN
伊艦,いかん,NOUN
伸し,のし,NOUN
似寄り,により,NOUN
似顔,にがお,NOUN
伽,とぎ,NOUN
但し書き,ただしがき,NOUN
位記,いき,NOUN
住宅地,じゅうたくち,NOUN
住民税,じゅうみんぜい,NOUN
体質,たいしつ,NOUN
作者,さくしゃ,NOUN
使節,しせつ,NOUN
侍女,じじょ,NOUN
供物,くもつ,NOUN
俎,そ,NOUN
保証人,ほしょうにん,NOUN
健康保険,けんこうほけん,NOUN
債務,さいむ,NOUN
僧侶,そうりょ,NOUN
党首,とうしゅ,NOUN
入れ歯,いれば,NOUN
八幡,はちまん,NOUN
八本,はちほん,NOUN
公司,こんす,NOUN
兵力,へいりょく,NOUN
兵役,へいえき,NOUN
円安,えんやす,NOUN
円形,えんけい,NOUN
円高,えんだか,NOUN
冷や,ひや,NOUN
冷戦,れいせん,NOUN
出来栄え,できばえ,NOUN
出番,でばん,NOUN
刀剣,とうけん,NOUN
刃物,はもの,NOUN
分かれ,わかれ,NOUN
分校,ぶんこう,NOUN
切り捨て,きりすて,NOUN
初恋,はつこい,NOUN
別冊,べっさつ,NOUN
別名,べつめい,NOUN
別表,べっぴょう,NOUN
利己,りこ,NOUN
前半,ぜんはん,NOUN
前線,ぜんせん,NOUN
割り引き券,わりびきけん,NOUN
劇薬,げきやく,NOUN
力士,りきし,NOUN
力学,りきがく,NOUN
加特力,かとりッく,NOUN
動,どう,NOUN
動向,どうこう,NOUN
動画,どうが,NOUN
勾配,こうばい,NOUN
北北東,ほくほくとう,NOUN
北口,きたぐち,NOUN
北山,きたやま,NOUN
区内,くない,NOUN
医,い,NOUN
医務,いむ,NOUN
十年,じゅうねん,NOUN
千尋,せんじん,NOUN
千生り,せんなり,NOUN
千秋,せんしゅう,NOUN
升,ます,NOUN
半月,はんげつ,NOUN
半生,はんしょう,NOUN
半田,はんだ,NOUN
卓球,たっきゅう,NOUN
協奏曲,きょうそうきょく,NOUN
南側,みなみがわ,NOUN
南口,みなみぐち,NOUN
南国,なんごく,NOUN
南山,なんざん,NOUN
南部,なんぶ,NOUN
印刷物,いんさつぶつ,NOUN
印紙,いんし,NOUN
卵黄,らんおう,NOUN
収まり,おさまり,NOUN
古史,こし,NOUN
古文書,こもんじょ,NOUN
台場,だいば,NOUN
台詞,せりふ,NOUN
右中間,うちゅうかん,NOUN
合い,あい,NOUN
合否,ごうひ,NOUN
同国,どうこく,NOUN
同局,どうきょく,NOUN
同校,どうこう,NOUN
名山,めいざん,NOUN
名曲,めいきょく,NOUN
后,きさき,NOUN
呪文,じゅもん,NOUN
哀愁,あいしゅう,NOUN
哲人,てつじん,NOUN
哺乳類,ほにゅうるい,NOUN
唖,おし,NOUN
問屋,とんや,NOUN
営利,えいり,NOUN
四川,しせん,NOUN
四年,よねん,NOUN
回線,かいせん,NOUN
国分寺,こくぶんじ,NOUN
国力,こくりょく,NOUN
国名,こくめい,NOUN
国家試験,こっかしけん,NOUN
国旗,こっき,NOUN
国税,こくぜい,NOUN
土中,どちゅう,NOUN
土人,どじん,NOUN
土器,どき,NOUN
土方,どかた,NOUN
土木,どぼく,NOUN
地価,ちか,NOUN
声優,せいゆう,NOUN
変わり,かわり,NOUN
外堀,そとぼり,NOUN
外電,がいでん,NOUN
夜空,よぞら,NOUN
夢幻,むげん,NOUN
大さじ,おおさじ,NOUN
大同,だいどう,NOUN
大和,やまと,NOUN
大字,おおあざ,NOUN
大山,たいざん,NOUN
大差,たいさ,NOUN
大男,おおおとこ,NOUN
大蛇,だいじゃ,NOUN
大麦,おおむぎ,NOUN
天然水,てんねんすい,NOUN
天空,てんくう,NOUN
女中,じょちゅう,NOUN
女人,にょにん,NOUN
女医,じょい,NOUN
女婿,じょせい,NOUN
女子大,じょしだい,NOUN
女学校,じょがっこう,NOUN
女学生,じょがくせい,NOUN
女流,じょりゅう,NOUN
女神,めがみ,NOUN
如来,にょらい,NOUN
妖怪,ようかい,NOUN
娘さん,むすめさん,NOUN
嫌疑,けんぎ,NOUN
子供たち,こどもたち,NOUN
子分,こぶん,NOUN
子女,しじょ,NOUN
子役,こやく,NOUN
学び,まなび,NOUN
学友,がくゆう,NOUN
学名,がくめい,NOUN
学究,がっきゅう,NOUN
宗家,そうけ,NOUN
官房,かんぼう,NOUN
定額,ていがく,NOUN
実務,じつむ,NOUN
実態調査,じったいちょうさ,NOUN
実戦,じっせん,NOUN
実業,じつぎょう,NOUN
実況,じっきょう,NOUN
客室,きゃくしつ,NOUN
宴席,えんせき,NOUN
宵,よい,NOUN
家政,かせい,NOUN
家鴨,あひる,NOUN
容態,ようだい,NOUN
宿命,しゅくめい,NOUN
寄せ,よせ,NOUN
寝,ね,NOUN
寝床,ねどこ,NOUN
対外,たいがい,NOUN
専務,せんむ,NOUN
導き,みちびき,NOUN
小人,しょうにん,NOUN
小島,こじま,NOUN
小舟,こぶね,NOUN
局長,きょくちょう,NOUN
山上,さんじょう,NOUN
山元,やまもと,NOUN
山水,さんすい,NOUN
山車,だし,NOUN
山陽,さんよう,NOUN
岩場,いわば,NOUN
川上,かわかみ,NOUN
川岸,かわぎし,NOUN
工具,こうぐ,NOUN
工房,こうぼう,NOUN
工科,こうか,NOUN
工程,こうてい,NOUN
左前,ひだりまえ,NOUN
左腕,さわん,NOUN
巨人,きょじん,NOUN
市中,しちゅう,NOUN
市道,しどう,NOUN
常軌,じょうき,NOUN
幕僚,ばくりょう,NOUN
年休,ねんきゅう,NOUN
年収,ねんしゅう,NOUN
年始,ねんし,NOUN
年男,としおとこ,NOUN
年表,ねんぴょう,NOUN
年齢層,ねんれいそう,NOUN
幼なじみ,おさななじみ,NOUN
幾何,きか,NOUN
広報,こうほう,NOUN
序盤,じょばん,NOUN
店長,てんちょう,NOUN
度合い,どあい,NOUN
建前,たてまえ,NOUN
弁,べん,NOUN
弓,ゆみ,NOUN
引き換え,ひきかえ,NOUN
当事者,とうじしゃ,NOUN
影絵,かげえ,NOUN
彼氏,かれし,NOUN
後書き,あとがき,NOUN
心不全,しんふぜん,NOUN
忍者,にんじゃ,NOUN
忘年会,ぼうねんかい,NOUN
快楽,かいらく,NOUN
念頭,ねんとう,NOUN
思い出話,おもいでばなし,NOUN
恥じらい,はじらい,NOUN
恩賜,おんし,NOUN
悟り,さとり,NOUN
情報処理,じょうほうしょり,NOUN
想,そう,NOUN
懸賞,けんしょう,NOUN
成分,せいぶん,NOUN
戒め,いましめ,NOUN
戒律,かいりつ,NOUN
戦力,せんりょく,NOUN
所得税,しょとくぜい,NOUN
所長,しょちょう,NOUN
手がかり,てがかり,NOUN
手のひら,てのひら,NOUN
手書き,てがき,NOUN
打ち切り,うちきり,NOUN
打率,だりつ,NOUN
打球,だきゅう,NOUN
押し,おし,NOUN
拉麺,らーめん,NOUN
振込,ふりこみ,NOUN
捕り物,とりもの,NOUN
掛け,かけ,NOUN
探り,さぐり,NOUN
握力,あくりょく,NOUN
支局,しきょく,NOUN
支所,ししょ,NOUN
支社,ししゃ,NOUN
政務,せいむ,NOUN
政局,せいきょく,NOUN
政界,せいかい,NOUN
教徒,きょうと,NOUN
数寄,すき,NOUN
敷地,しきち,NOUN
敷石,しきいし,NOUN
文庫,ぶんこ,NOUN
文教,ぶんきょう,NOUN
文集,ぶんしゅう,NOUN
斤,きん,NOUN
新春,しんしゅん,NOUN
新芽,しんめ,NOUN
施策,しさく,NOUN
旅費,りょひ,NOUN
日傘,ひがさ,NOUN
日本画,にほんが,NOUN
日経,にっけい,NOUN
日間,にっかん,NOUN
旧制,きゅうせい,NOUN
旧跡,きゅうせき,NOUN
明治,めいじ,NOUN
昭和,しょうわ,NOUN
時事,じじ,NOUN
時効,じこう,NOUN
時空,じくう,NOUN
時間目,じかんめ,NOUN
普通預金,ふつうよきん,NOUN
景観,けいかん,NOUN
書き出し,かきだし,NOUN
書名,しょめい,NOUN
書家,しょか,NOUN
月見,つきみ,NOUN
月食,げっしょく,NOUN
有,ゆう,NOUN
有様,ありさま,NOUN
望郷,ぼうきょう,NOUN
木立,こだち,NOUN
末日,まつじつ,NOUN
本国,ほんごく,NOUN
本堂,ほんどう,NOUN
本塁打,ほんるいだ,NOUN
本家,ほんけ,NOUN
本店,ほんてん,NOUN
本数,ほんすう,NOUN
本文,ほんぶん,NOUN
本校,ほんこう,NOUN
東国,とうごく,NOUN
東日本,ひがしにほん,NOUN
松竹梅,しょうちくばい,NOUN
板ガラス,いたがらす,NOUN
板前,いたまえ,NOUN
枠組み,わくぐみ,NOUN
